date,district,state,region,lat,lon,max_temp,humidity,wind_kmph,rainfall_mm
2025-02-03,Mumbai,Maharashtra,West,19.076,72.8777,30.8,55.6,17.5,2.0
2025-02-04,Mumbai,Maharashtra,West,19.076,72.8777,30.6,73.3,8.0,0.1
2025-02-05,Mumbai,Maharashtra,West,19.076,72.8777,28.6,70.2,15.5,0.0
2025-02-06,Mumbai,Maharashtra,West,19.076,72.8777,27.0,60.2,7.8,2.3
2025-02-07,Mumbai,Maharashtra,West,19.076,72.8777,30.8,63.4,11.4,0.3
2025-02-08,Mumbai,Maharashtra,West,19.076,72.8777,28.6,57.5,15.3,3.4
2025-02-09,Mumbai,Maharashtra,West,19.076,72.8777,28.0,67.4,22.2,0.6
2025-02-10,Mumbai,Maharashtra,West,19.076,72.8777,30.8,63.7,7.1,2.6
2025-02-11,Mumbai,Maharashtra,West,19.076,72.8777,28.1,62.6,16.9,0.2
2025-02-12,Mumbai,Maharashtra,West,19.076,72.8777,31.1,54.4,19.5,2.1
2025-02-13,Mumbai,Maharashtra,West,19.076,72.8777,31.5,62.9,8.2,0.5
2025-02-14,Mumbai,Maharashtra,West,19.076,72.8777,32.9,53.3,15.9,2.1
2025-02-15,Mumbai,Maharashtra,West,19.076,72.8777,31.7,52.9,12.6,0.9
2025-02-16,Mumbai,Maharashtra,West,19.076,72.8777,29.5,53.0,11.7,4.5
2025-02-17,Mumbai,Maharashtra,West,19.076,72.8777,31.8,64.9,14.2,1.4
2025-02-18,Mumbai,Maharashtra,West,19.076,72.8777,30.9,73.8,14.5,0.7
2025-02-19,Mumbai,Maharashtra,West,19.076,72.8777,30.0,57.5,11.5,0.4
2025-02-20,Mumbai,Maharashtra,West,19.076,72.8777,31.2,61.3,13.9,6.6
2025-02-21,Mumbai,Maharashtra,West,19.076,72.8777,31.6,54.1,15.1,1.0
2025-02-22,Mumbai,Maharashtra,West,19.076,72.8777,31.1,61.8,12.9,5.5
2025-02-23,Mumbai,Maharashtra,West,19.076,72.8777,29.8,60.2,19.1,0.2
2025-02-24,Mumbai,Maharashtra,West,19.076,72.8777,32.3,49.4,13.4,2.4
2025-02-25,Mumbai,Maharashtra,West,19.076,72.8777,33.3,50.3,17.5,0.7
2025-02-26,Mumbai,Maharashtra,West,19.076,72.8777,33.4,58.9,14.1,3.2
2025-02-27,Mumbai,Maharashtra,West,19.076,72.8777,39.5,63.6,16.0,3.2
2025-02-28,Mumbai,Maharashtra,West,19.076,72.8777,32.2,60.0,8.9,1.7
2025-03-01,Mumbai,Maharashtra,West,19.076,72.8777,32.4,55.0,9.9,1.6
2025-03-02,Mumbai,Maharashtra,West,19.076,72.8777,34.2,45.3,10.1,0.3
2025-03-03,Mumbai,Maharashtra,West,19.076,72.8777,35.1,64.2,12.5,0.3
2025-03-04,Mumbai,Maharashtra,West,19.076,72.8777,32.0,55.9,12.2,1.3
2025-03-05,Mumbai,Maharashtra,West,19.076,72.8777,32.2,62.6,15.3,7.0
2025-03-06,Mumbai,Maharashtra,West,19.076,72.8777,29.9,55.3,9.4,0.6
2025-03-07,Mumbai,Maharashtra,West,19.076,72.8777,35.2,49.3,18.6,0.0
2025-03-08,Mumbai,Maharashtra,West,19.076,72.8777,33.0,49.8,19.1,1.3
2025-03-09,Mumbai,Maharashtra,West,19.076,72.8777,34.7,55.8,18.6,0.9
2025-03-10,Mumbai,Maharashtra,West,19.076,72.8777,31.4,50.4,17.1,0.0
2025-03-11,Mumbai,Maharashtra,West,19.076,72.8777,33.0,51.7,19.5,0.0
2025-03-12,Mumbai,Maharashtra,West,19.076,72.8777,28.5,46.8,11.0,0.0
2025-03-13,Mumbai,Maharashtra,West,19.076,72.8777,32.3,62.0,17.3,0.0
2025-03-14,Mumbai,Maharashtra,West,19.076,72.8777,37.2,43.9,16.7,0.5
2025-03-15,Mumbai,Maharashtra,West,19.076,72.8777,34.8,51.1,12.2,0.0
2025-03-16,Mumbai,Maharashtra,West,19.076,72.8777,35.1,56.1,18.3,0.0
2025-03-17,Mumbai,Maharashtra,West,19.076,72.8777,32.8,56.1,12.3,0.0
2025-03-18,Mumbai,Maharashtra,West,19.076,72.8777,35.7,48.0,11.2,1.6
2025-03-19,Mumbai,Maharashtra,West,19.076,72.8777,34.4,47.8,10.6,0.1
2025-03-20,Mumbai,Maharashtra,West,19.076,72.8777,37.1,53.2,15.3,0.0
2025-03-21,Mumbai,Maharashtra,West,19.076,72.8777,36.7,54.5,9.2,0.7
2025-03-22,Mumbai,Maharashtra,West,19.076,72.8777,35.7,51.7,17.1,0.0
2025-03-23,Mumbai,Maharashtra,West,19.076,72.8777,34.8,60.1,10.2,0.0
2025-03-24,Mumbai,Maharashtra,West,19.076,72.8777,38.3,50.7,14.7,0.0
2025-03-25,Mumbai,Maharashtra,West,19.076,72.8777,35.5,48.7,9.5,2.9
2025-03-26,Mumbai,Maharashtra,West,19.076,72.8777,36.4,53.8,8.7,0.0
2025-03-27,Mumbai,Maharashtra,West,19.076,72.8777,40.1,57.2,7.2,0.0
2025-03-28,Mumbai,Maharashtra,West,19.076,72.8777,37.6,53.6,12.0,0.0
2025-03-29,Mumbai,Maharashtra,West,19.076,72.8777,35.0,37.1,19.1,0.8
2025-03-30,Mumbai,Maharashtra,West,19.076,72.8777,35.2,47.5,13.7,0.0
2025-03-31,Mumbai,Maharashtra,West,19.076,72.8777,35.8,46.7,12.8,0.0
2025-04-01,Mumbai,Maharashtra,West,19.076,72.8777,36.1,50.5,6.2,0.0
2025-04-02,Mumbai,Maharashtra,West,19.076,72.8777,34.5,44.9,17.4,0.0
2025-04-03,Mumbai,Maharashtra,West,19.076,72.8777,37.7,57.6,15.4,0.0
2025-04-04,Mumbai,Maharashtra,West,19.076,72.8777,37.0,46.7,12.0,0.0
2025-04-05,Mumbai,Maharashtra,West,19.076,72.8777,38.0,43.4,14.1,2.1
2025-04-06,Mumbai,Maharashtra,West,19.076,72.8777,40.3,39.5,8.6,0.0
2025-04-07,Mumbai,Maharashtra,West,19.076,72.8777,38.0,48.1,12.4,2.3
2025-04-08,Mumbai,Maharashtra,West,19.076,72.8777,36.4,61.5,13.6,0.0
2025-04-09,Mumbai,Maharashtra,West,19.076,72.8777,41.7,43.1,15.5,0.0
2025-04-10,Mumbai,Maharashtra,West,19.076,72.8777,38.3,46.9,15.9,0.0
2025-04-11,Mumbai,Maharashtra,West,19.076,72.8777,36.6,43.8,3.5,0.0
2025-04-12,Mumbai,Maharashtra,West,19.076,72.8777,37.2,35.7,13.4,0.0
2025-04-13,Mumbai,Maharashtra,West,19.076,72.8777,36.7,50.0,6.7,0.1
2025-04-14,Mumbai,Maharashtra,West,19.076,72.8777,41.7,46.5,10.9,0.0
2025-04-15,Mumbai,Maharashtra,West,19.076,72.8777,35.4,54.9,11.5,0.0
2025-04-16,Mumbai,Maharashtra,West,19.076,72.8777,40.8,46.0,11.8,0.0
2025-04-17,Mumbai,Maharashtra,West,19.076,72.8777,38.7,46.7,10.2,0.0
2025-04-18,Mumbai,Maharashtra,West,19.076,72.8777,39.9,38.1,14.1,0.0
2025-04-19,Mumbai,Maharashtra,West,19.076,72.8777,36.1,53.8,13.3,0.0
2025-04-20,Mumbai,Maharashtra,West,19.076,72.8777,37.6,46.7,18.2,0.0
2025-04-21,Mumbai,Maharashtra,West,19.076,72.8777,42.8,56.4,11.0,0.0
2025-04-22,Mumbai,Maharashtra,West,19.076,72.8777,40.9,54.7,15.5,0.0
2025-04-23,Mumbai,Maharashtra,West,19.076,72.8777,41.1,35.1,7.3,0.0
2025-04-24,Mumbai,Maharashtra,West,19.076,72.8777,35.7,46.7,3.3,0.0
2025-04-25,Mumbai,Maharashtra,West,19.076,72.8777,42.3,37.1,5.2,0.0
2025-04-26,Mumbai,Maharashtra,West,19.076,72.8777,39.4,45.2,13.6,0.0
2025-04-27,Mumbai,Maharashtra,West,19.076,72.8777,37.2,49.2,13.5,0.0
2025-04-28,Mumbai,Maharashtra,West,19.076,72.8777,38.0,49.5,10.8,0.0
2025-04-29,Mumbai,Maharashtra,West,19.076,72.8777,38.0,47.9,9.9,0.0
2025-04-30,Mumbai,Maharashtra,West,19.076,72.8777,38.4,36.2,11.2,0.0
2025-05-01,Mumbai,Maharashtra,West,19.076,72.8777,43.4,44.9,9.2,0.0
2025-05-02,Mumbai,Maharashtra,West,19.076,72.8777,40.3,49.7,9.5,0.0
2025-05-03,Mumbai,Maharashtra,West,19.076,72.8777,39.1,41.0,10.9,0.0
2025-05-04,Mumbai,Maharashtra,West,19.076,72.8777,35.9,40.6,3.2,0.0
2025-05-05,Mumbai,Maharashtra,West,19.076,72.8777,41.2,46.2,24.3,0.0
2025-05-06,Mumbai,Maharashtra,West,19.076,72.8777,42.2,53.3,2.2,0.0
2025-05-07,Mumbai,Maharashtra,West,19.076,72.8777,38.9,35.6,9.4,0.0
2025-05-08,Mumbai,Maharashtra,West,19.076,72.8777,38.4,45.3,15.6,0.0
2025-05-09,Mumbai,Maharashtra,West,19.076,72.8777,40.4,52.8,12.3,0.0
2025-05-10,Mumbai,Maharashtra,West,19.076,72.8777,38.9,41.2,18.3,0.0
2025-05-11,Mumbai,Maharashtra,West,19.076,72.8777,38.9,35.5,15.7,0.0
2025-05-12,Mumbai,Maharashtra,West,19.076,72.8777,44.0,43.9,12.5,0.0
2025-05-13,Mumbai,Maharashtra,West,19.076,72.8777,39.4,40.7,9.6,0.0
2025-05-14,Mumbai,Maharashtra,West,19.076,72.8777,39.1,28.6,14.7,0.5
2025-05-15,Mumbai,Maharashtra,West,19.076,72.8777,40.2,38.1,9.7,0.0
2025-05-16,Mumbai,Maharashtra,West,19.076,72.8777,42.0,46.6,12.8,0.0
2025-05-17,Mumbai,Maharashtra,West,19.076,72.8777,37.7,46.7,9.3,0.0
2025-05-18,Mumbai,Maharashtra,West,19.076,72.8777,41.8,45.0,1.0,0.0
2025-05-19,Mumbai,Maharashtra,West,19.076,72.8777,41.3,37.9,14.6,0.0
2025-05-20,Mumbai,Maharashtra,West,19.076,72.8777,37.8,60.0,5.6,0.0
2025-05-21,Mumbai,Maharashtra,West,19.076,72.8777,39.3,40.9,16.0,0.0
2025-05-22,Mumbai,Maharashtra,West,19.076,72.8777,39.8,49.8,15.1,0.0
2025-05-23,Mumbai,Maharashtra,West,19.076,72.8777,36.4,38.4,14.3,0.0
2025-05-24,Mumbai,Maharashtra,West,19.076,72.8777,40.6,44.1,12.4,0.0
2025-05-25,Mumbai,Maharashtra,West,19.076,72.8777,41.1,42.2,16.7,0.0
2025-05-26,Mumbai,Maharashtra,West,19.076,72.8777,41.4,39.5,14.4,0.0
2025-05-27,Mumbai,Maharashtra,West,19.076,72.8777,41.7,40.5,13.2,0.0
2025-05-28,Mumbai,Maharashtra,West,19.076,72.8777,44.7,41.4,15.8,0.0
2025-05-29,Mumbai,Maharashtra,West,19.076,72.8777,37.3,37.0,4.5,0.0
2025-05-30,Mumbai,Maharashtra,West,19.076,72.8777,40.4,33.5,12.1,0.0
2025-05-31,Mumbai,Maharashtra,West,19.076,72.8777,42.5,29.7,12.9,0.0
2025-06-01,Mumbai,Maharashtra,West,19.076,72.8777,42.4,44.0,14.3,0.0
2025-06-02,Mumbai,Maharashtra,West,19.076,72.8777,41.6,40.5,14.5,0.0
2025-06-03,Mumbai,Maharashtra,West,19.076,72.8777,45.1,40.1,13.6,0.0
2025-06-04,Mumbai,Maharashtra,West,19.076,72.8777,42.5,37.9,12.3,0.0
2025-06-05,Mumbai,Maharashtra,West,19.076,72.8777,40.1,40.9,15.3,0.0
2025-06-06,Mumbai,Maharashtra,West,19.076,72.8777,40.5,37.2,10.2,0.0
2025-06-07,Mumbai,Maharashtra,West,19.076,72.8777,41.6,48.8,15.9,0.0
2025-06-08,Mumbai,Maharashtra,West,19.076,72.8777,41.7,54.3,8.9,0.0
2025-06-09,Mumbai,Maharashtra,West,19.076,72.8777,38.7,44.1,15.3,0.0
2025-06-10,Mumbai,Maharashtra,West,19.076,72.8777,42.1,42.8,13.1,0.0
2025-06-11,Mumbai,Maharashtra,West,19.076,72.8777,38.9,42.0,12.2,0.0
2025-06-12,Mumbai,Maharashtra,West,19.076,72.8777,41.1,47.6,13.9,0.0
2025-06-13,Mumbai,Maharashtra,West,19.076,72.8777,41.2,44.7,7.4,0.0
2025-06-14,Mumbai,Maharashtra,West,19.076,72.8777,43.7,40.2,8.0,0.6
2025-06-15,Mumbai,Maharashtra,West,19.076,72.8777,40.6,58.6,14.1,0.0
2025-06-16,Mumbai,Maharashtra,West,19.076,72.8777,40.5,40.8,8.0,0.0
2025-06-17,Mumbai,Maharashtra,West,19.076,72.8777,37.7,42.1,14.5,0.0
2025-06-18,Mumbai,Maharashtra,West,19.076,72.8777,40.1,53.5,11.0,0.0
2025-06-19,Mumbai,Maharashtra,West,19.076,72.8777,37.9,43.5,6.7,0.0
2025-06-20,Mumbai,Maharashtra,West,19.076,72.8777,40.2,47.8,19.4,0.0
2025-06-21,Mumbai,Maharashtra,West,19.076,72.8777,42.6,37.6,14.1,0.0
2025-06-22,Mumbai,Maharashtra,West,19.076,72.8777,40.0,37.1,22.3,0.0
2025-06-23,Mumbai,Maharashtra,West,19.076,72.8777,40.6,39.1,14.7,0.0
2025-06-24,Mumbai,Maharashtra,West,19.076,72.8777,39.4,40.6,11.9,0.0
2025-06-25,Mumbai,Maharashtra,West,19.076,72.8777,39.4,52.3,1.4,0.0
2025-06-26,Mumbai,Maharashtra,West,19.076,72.8777,42.5,31.6,10.6,0.0
2025-06-27,Mumbai,Maharashtra,West,19.076,72.8777,39.6,43.3,14.1,0.0
2025-06-28,Mumbai,Maharashtra,West,19.076,72.8777,38.2,54.8,15.7,0.0
2025-06-29,Mumbai,Maharashtra,West,19.076,72.8777,42.4,40.1,9.1,0.0
2025-06-30,Mumbai,Maharashtra,West,19.076,72.8777,39.1,47.4,7.1,0.0
2025-07-01,Mumbai,Maharashtra,West,19.076,72.8777,41.3,49.4,8.2,0.0
2025-07-02,Mumbai,Maharashtra,West,19.076,72.8777,39.3,51.6,7.7,0.0
2025-07-03,Mumbai,Maharashtra,West,19.076,72.8777,40.9,34.7,19.1,0.0
2025-07-04,Mumbai,Maharashtra,West,19.076,72.8777,38.8,51.2,9.2,0.0
2025-07-05,Mumbai,Maharashtra,West,19.076,72.8777,37.2,49.5,6.3,0.0
2025-07-06,Mumbai,Maharashtra,West,19.076,72.8777,35.9,55.3,12.8,0.0
2025-07-07,Mumbai,Maharashtra,West,19.076,72.8777,39.4,51.0,11.9,0.0
2025-07-08,Mumbai,Maharashtra,West,19.076,72.8777,38.8,45.0,13.2,0.0
2025-07-09,Mumbai,Maharashtra,West,19.076,72.8777,36.3,41.7,10.3,0.0
2025-07-10,Mumbai,Maharashtra,West,19.076,72.8777,39.3,47.7,9.8,0.0
2025-07-11,Mumbai,Maharashtra,West,19.076,72.8777,37.8,35.9,14.2,0.0
2025-07-12,Mumbai,Maharashtra,West,19.076,72.8777,41.0,48.7,13.0,0.0
2025-07-13,Mumbai,Maharashtra,West,19.076,72.8777,40.8,39.9,14.0,0.0
2025-07-14,Mumbai,Maharashtra,West,19.076,72.8777,35.6,38.4,9.5,0.0
2025-07-15,Mumbai,Maharashtra,West,19.076,72.8777,38.9,44.2,12.8,0.0
2025-07-16,Mumbai,Maharashtra,West,19.076,72.8777,37.6,37.9,8.3,0.0
2025-07-17,Mumbai,Maharashtra,West,19.076,72.8777,36.2,50.0,5.0,0.0
2025-07-18,Mumbai,Maharashtra,West,19.076,72.8777,39.4,47.8,8.6,0.0
2025-07-19,Mumbai,Maharashtra,West,19.076,72.8777,39.7,50.5,5.9,0.0
2025-07-20,Mumbai,Maharashtra,West,19.076,72.8777,43.0,46.4,16.6,0.0
2025-07-21,Mumbai,Maharashtra,West,19.076,72.8777,37.0,48.2,10.7,0.0
2025-07-22,Mumbai,Maharashtra,West,19.076,72.8777,37.0,58.2,14.8,0.0
2025-07-23,Mumbai,Maharashtra,West,19.076,72.8777,37.0,40.9,15.7,0.0
2025-07-24,Mumbai,Maharashtra,West,19.076,72.8777,36.6,46.1,11.7,0.0
2025-07-25,Mumbai,Maharashtra,West,19.076,72.8777,38.9,54.2,12.5,0.0
2025-07-26,Mumbai,Maharashtra,West,19.076,72.8777,38.7,54.4,15.3,0.0
2025-07-27,Mumbai,Maharashtra,West,19.076,72.8777,38.4,39.0,11.8,4.2
2025-07-28,Mumbai,Maharashtra,West,19.076,72.8777,38.3,49.5,13.1,0.5
2025-07-29,Mumbai,Maharashtra,West,19.076,72.8777,35.1,51.1,11.1,2.7
2025-07-30,Mumbai,Maharashtra,West,19.076,72.8777,37.2,52.7,12.1,0.0
2025-07-31,Mumbai,Maharashtra,West,19.076,72.8777,37.2,40.4,14.0,0.0
2025-08-01,Mumbai,Maharashtra,West,19.076,72.8777,37.4,46.1,17.0,0.0
2025-08-02,Mumbai,Maharashtra,West,19.076,72.8777,35.3,51.6,4.3,0.0
2025-08-03,Mumbai,Maharashtra,West,19.076,72.8777,38.6,40.4,13.1,0.0
2025-08-04,Mumbai,Maharashtra,West,19.076,72.8777,38.2,53.8,12.2,0.0
2025-08-05,Mumbai,Maharashtra,West,19.076,72.8777,35.6,58.2,21.2,0.6
2025-08-06,Mumbai,Maharashtra,West,19.076,72.8777,35.7,39.8,5.0,0.0
2025-08-07,Mumbai,Maharashtra,West,19.076,72.8777,35.5,48.4,6.6,0.0
2025-08-08,Mumbai,Maharashtra,West,19.076,72.8777,34.5,38.7,7.2,0.0
2025-08-09,Mumbai,Maharashtra,West,19.076,72.8777,37.8,49.2,11.8,0.0
2025-08-10,Mumbai,Maharashtra,West,19.076,72.8777,37.1,57.7,18.5,0.0
2025-08-11,Mumbai,Maharashtra,West,19.076,72.8777,34.6,47.7,9.5,0.3
2025-08-12,Mumbai,Maharashtra,West,19.076,72.8777,34.6,48.1,11.3,4.3
2025-08-13,Mumbai,Maharashtra,West,19.076,72.8777,38.1,47.8,8.7,0.9
2025-08-14,Mumbai,Maharashtra,West,19.076,72.8777,36.2,47.2,9.2,0.0
2025-08-15,Mumbai,Maharashtra,West,19.076,72.8777,38.0,62.4,9.5,2.2
2025-08-16,Mumbai,Maharashtra,West,19.076,72.8777,34.4,55.1,16.3,0.0
2025-08-17,Mumbai,Maharashtra,West,19.076,72.8777,34.7,47.2,6.5,0.6
2025-08-18,Mumbai,Maharashtra,West,19.076,72.8777,33.5,47.2,12.0,0.0
2025-08-19,Mumbai,Maharashtra,West,19.076,72.8777,33.8,53.8,11.9,0.0
2025-08-20,Mumbai,Maharashtra,West,19.076,72.8777,36.7,59.9,13.4,0.0
2025-08-21,Mumbai,Maharashtra,West,19.076,72.8777,35.7,63.9,14.3,1.8
2025-08-22,Mumbai,Maharashtra,West,19.076,72.8777,33.7,58.6,13.7,2.7
2025-08-23,Mumbai,Maharashtra,West,19.076,72.8777,35.6,56.3,16.3,0.8
2025-08-24,Mumbai,Maharashtra,West,19.076,72.8777,36.1,49.6,13.9,3.2
2025-08-25,Mumbai,Maharashtra,West,19.076,72.8777,33.6,54.5,16.8,0.0
2025-08-26,Mumbai,Maharashtra,West,19.076,72.8777,32.3,56.4,13.6,0.7
2025-08-27,Mumbai,Maharashtra,West,19.076,72.8777,34.0,54.3,6.6,1.4
2025-08-28,Mumbai,Maharashtra,West,19.076,72.8777,34.8,63.2,12.9,0.0
2025-08-29,Mumbai,Maharashtra,West,19.076,72.8777,33.8,63.9,11.6,1.7
2025-08-30,Mumbai,Maharashtra,West,19.076,72.8777,33.7,55.7,13.6,0.0
2025-08-31,Mumbai,Maharashtra,West,19.076,72.8777,35.0,48.7,12.5,0.8
2025-09-01,Mumbai,Maharashtra,West,19.076,72.8777,31.7,52.2,12.5,4.1
2025-09-02,Mumbai,Maharashtra,West,19.076,72.8777,31.8,57.6,18.3,2.3
2025-09-03,Mumbai,Maharashtra,West,19.076,72.8777,32.5,45.3,10.4,11.7
2025-09-04,Mumbai,Maharashtra,West,19.076,72.8777,29.9,42.5,13.8,2.4
2025-09-05,Mumbai,Maharashtra,West,19.076,72.8777,31.5,62.7,17.2,0.6
2025-09-06,Mumbai,Maharashtra,West,19.076,72.8777,33.4,55.5,19.4,1.0
2025-09-07,Mumbai,Maharashtra,West,19.076,72.8777,30.2,61.7,11.2,0.5
2025-09-08,Mumbai,Maharashtra,West,19.076,72.8777,29.7,65.2,11.7,6.9
2025-09-09,Mumbai,Maharashtra,West,19.076,72.8777,33.8,58.4,11.1,3.0
2025-09-10,Mumbai,Maharashtra,West,19.076,72.8777,32.7,59.6,14.6,0.3
2025-09-11,Mumbai,Maharashtra,West,19.076,72.8777,34.0,64.7,14.0,1.3
2025-09-12,Mumbai,Maharashtra,West,19.076,72.8777,30.2,68.2,11.8,0.1
2025-09-13,Mumbai,Maharashtra,West,19.076,72.8777,28.7,48.0,14.3,3.2
2025-09-14,Mumbai,Maharashtra,West,19.076,72.8777,30.4,46.4,10.2,1.8
2025-09-15,Mumbai,Maharashtra,West,19.076,72.8777,26.7,64.1,7.6,3.9
2025-09-16,Mumbai,Maharashtra,West,19.076,72.8777,29.2,57.9,12.0,1.9
2025-09-17,Mumbai,Maharashtra,West,19.076,72.8777,28.7,61.5,19.1,0.0
2025-09-18,Mumbai,Maharashtra,West,19.076,72.8777,31.0,46.3,11.0,0.1
2025-09-19,Mumbai,Maharashtra,West,19.076,72.8777,29.3,57.7,9.1,0.3
2025-09-20,Mumbai,Maharashtra,West,19.076,72.8777,33.6,62.8,9.7,0.4
2025-09-21,Mumbai,Maharashtra,West,19.076,72.8777,31.3,60.8,8.8,2.5
2025-09-22,Mumbai,Maharashtra,West,19.076,72.8777,30.2,55.5,14.8,2.5
2025-09-23,Mumbai,Maharashtra,West,19.076,72.8777,30.7,56.1,16.4,3.4
2025-09-24,Mumbai,Maharashtra,West,19.076,72.8777,32.2,60.9,20.3,1.5
2025-09-25,Mumbai,Maharashtra,West,19.076,72.8777,28.5,57.7,12.8,0.1
2025-09-26,Mumbai,Maharashtra,West,19.076,72.8777,28.4,57.2,10.7,7.4
2025-09-27,Mumbai,Maharashtra,West,19.076,72.8777,30.2,54.1,9.9,3.1
2025-09-28,Mumbai,Maharashtra,West,19.076,72.8777,29.3,73.3,18.9,0.5
2025-09-29,Mumbai,Maharashtra,West,19.076,72.8777,30.0,53.9,14.3,2.3
2025-09-30,Mumbai,Maharashtra,West,19.076,72.8777,28.6,50.8,13.6,2.7
2025-10-01,Mumbai,Maharashtra,West,19.076,72.8777,30.2,49.8,8.4,0.9
2025-10-02,Mumbai,Maharashtra,West,19.076,72.8777,29.3,67.5,18.7,1.3
2025-10-03,Mumbai,Maharashtra,West,19.076,72.8777,27.9,51.6,9.7,1.8
2025-10-04,Mumbai,Maharashtra,West,19.076,72.8777,31.3,69.8,9.5,2.5
2025-10-05,Mumbai,Maharashtra,West,19.076,72.8777,29.2,63.7,10.8,1.4
2025-10-06,Mumbai,Maharashtra,West,19.076,72.8777,29.4,59.7,15.1,0.9
2025-10-07,Mumbai,Maharashtra,West,19.076,72.8777,23.2,55.1,13.3,1.0
2025-10-08,Mumbai,Maharashtra,West,19.076,72.8777,25.9,69.2,10.1,7.0
2025-10-09,Mumbai,Maharashtra,West,19.076,72.8777,28.7,53.0,10.9,0.2
2025-10-10,Mumbai,Maharashtra,West,19.076,72.8777,28.1,54.8,16.0,1.1
2025-10-11,Mumbai,Maharashtra,West,19.076,72.8777,27.0,66.6,6.4,2.5
2025-10-12,Mumbai,Maharashtra,West,19.076,72.8777,27.1,60.8,10.7,3.7
2025-10-13,Mumbai,Maharashtra,West,19.076,72.8777,31.4,65.2,17.2,4.1
2025-10-14,Mumbai,Maharashtra,West,19.076,72.8777,27.1,62.0,11.7,1.5
2025-10-15,Mumbai,Maharashtra,West,19.076,72.8777,27.4,62.5,7.9,5.4
2025-10-16,Mumbai,Maharashtra,West,19.076,72.8777,27.5,51.5,15.7,1.2
2025-10-17,Mumbai,Maharashtra,West,19.076,72.8777,27.9,51.0,23.8,2.2
2025-10-18,Mumbai,Maharashtra,West,19.076,72.8777,29.2,57.5,14.5,7.0
2025-10-19,Mumbai,Maharashtra,West,19.076,72.8777,25.2,65.6,9.4,1.2
2025-10-20,Mumbai,Maharashtra,West,19.076,72.8777,26.6,65.3,15.5,5.8
2025-10-21,Mumbai,Maharashtra,West,19.076,72.8777,27.8,64.0,20.0,1.9
2025-10-22,Mumbai,Maharashtra,West,19.076,72.8777,27.2,70.6,16.4,0.5
2025-10-23,Mumbai,Maharashtra,West,19.076,72.8777,28.9,57.9,18.5,2.1
